common_name,scientific_name,url,category,depth,distribution,images,size
Dwarf hawkfish,Cirrhitichthys falco,https://reefguide.org/dwarfhawkfish.html,Bottom Dwellers,15-150 ft. (5-45 m),Indo-West Pacific,"['https://reefguide.org/pix/thumb2/dwarfhawkfish1.jpg', 'https://reefguide.org/pix/thumb2/dwarfhawkfish2.jpg', 'https://reefguide.org/pix/thumb2/dwarfhawkfish3.jpg']",Up to 2.75 in. (7 cm)
Arc-Eye Hawkfish,Paracirrhites arcatus,https://reefguide.org/arceyehawkfish.html,Bottom Dwellers,3-100 ft. (1-30 m),"Indo-Pacific, Hawaii, French Polynesia","['https://reefguide.org/pix/thumb2/arceyehawkfish2.jpg', 'https://reefguide.org/pix/thumb2/arceyehawkfish1.jpg', 'https://reefguide.org/pix/thumb2/arceyehawkfish3.jpg', 'https://reefguide.org/pix/thumb2/arceyehawkfish4.jpg', 'https://reefguide.org/pix/thumb2/arceyehawkfish5.jpg', 'https://reefguide.org/pix/thumb2/arceyehawkfish6.jpg', 'https://reefguide.org/pix/thumb2/arceyehawkfish7.jpg', 'https://reefguide.org/pix/thumb2/arceyehawkfish8.jpg', 'https://reefguide.org/pix/thumb2/arceyehawkfish9.jpg', 'https://reefguide.org/pix/thumb2/arceyehawkfish10.jpg']",3 to 5 in. (8 to 13 cm)
Freckled Hawkfish,Paracirrhites forsteri,https://reefguide.org/freckledhawkfish.html,Bottom Dwellers,3-100 ft. (1-30 m),"Indo-Pacific, Hawaii, Red Sea","['https://reefguide.org/pix/thumb2/freckledhawkfish3.jpg', 'https://reefguide.org/pix/thumb2/freckledhawkfish1.jpg', 'https://reefguide.org/pix/thumb2/freckledhawkfish2.jpg', 'https://reefguide.org/pix/thumb2/freckledhawkfish4.jpg', 'https://reefguide.org/pix/thumb2/freckledhawkfish5.jpg', 'https://reefguide.org/pix/thumb2/freckledhawkfish6.jpg']",5 to 8 in. (13 to 20 cm)
Longnose Hawkfish,Oxycirrhites typus,https://reefguide.org/longnosehawkfish.html,Bottom Dwellers,70-250 ft. (21-75 m),"Indo-Pacific, Hawaii, Red Sea, Gulf of California, Pacific Coast of Mexico to Panama","['https://reefguide.org/pix/thumb2/longnosehawkfish4.jpg', 'https://reefguide.org/pix/thumb2/longnosehawkfish3.jpg', 'https://reefguide.org/pix/thumb2/longnosehawkfish1.jpg', 'https://reefguide.org/pix/thumb2/longnosehawkfish2.jpg', 'https://reefguide.org/pix/thumb2/longnosehawkfish5.jpg', 'https://reefguide.org/pix/thumb2/longnosehawkfish6.jpg', 'https://reefguide.org/pix/thumb2/longnosehawkfish7.jpg', 'https://reefguide.org/pix/thumb2/longnosehawkfish8.jpg', 'https://reefguide.org/pix/thumb2/longnosehawkfish9.jpg']",3 to 5 in. (8 to 13 cm)
Redbarred Hawkfish,Cirrhitops fasciatus,https://reefguide.org/redbarredhawkfish.html,Bottom Dwellers,3-120 ft. (1-37 m),"Hawaii, Mauritius, Madagascar","['https://reefguide.org/pix/thumb2/redbarredhawkfish3.jpg', 'https://reefguide.org/pix/thumb2/redbarredhawkfish1.jpg', 'https://reefguide.org/pix/thumb2/redbarredhawkfish2.jpg']",Up to 5 in. (12 cm)
Thorny Flathead,Rogadius pristiger,https://reefguide.org/thornyflathead.html,Bottom Dwellers,30-100 ft. (10-30 m),"Indo-West Pacific, Red Sea","['https://reefguide.org/pix/thumb2/thornyflathead1.jpg', 'https://reefguide.org/pix/thumb2/thornyflathead2.jpg', 'https://reefguide.org/pix/thumb2/thornyflathead3.jpg', 'https://reefguide.org/pix/thumb2/thornyflathead4.jpg', 'https://reefguide.org/pix/thumb2/thornyflathead5.jpg']",Up to 8 in. (20 cm)
Phantom Velvetfish,Paraploactis kagoshimensis,https://reefguide.org/paraploactiskagoshimensis.html,Bottom Dwellers,6-60 ft. (2-18 m),"Indonesia, Philippines",['https://reefguide.org/pix/paraploactiskagoshimensis1.jpg'],Up to 4 in. (12 cm)
Dragon Sea Moth,Eurypegasus draconis,https://reefguide.org/eurypegasusdraconis.html,Bottom Dwellers,10-200 ft. (3-60 m),"Indo-Pacific, Red Sea, French Polynesia","['https://reefguide.org/pix/thumb2/eurypegasusdraconis1.jpg', 'https://reefguide.org/pix/thumb2/eurypegasusdraconis2.jpg']",Up to 3.5 in. (9 cm)
Whitemargin Stargazer,Uranoscopus sulphureus,https://reefguide.org/whitemarginstargazer.html,Bottom Dwellers,15-300 ft. (5-90 m),"Indo-West Pacific, Red Sea","['https://reefguide.org/pix/thumb2/whitemarginstargazer1.jpg', 'https://reefguide.org/pix/thumb2/whitemarginstargazer2.jpg']",Up to 14 in. (35 cm)
Peacock Flounder,Bothus lunatus,https://reefguide.org/peacock.html,Bottom Dwellers,2-50 ft. (1-15 m),"Bahamas, Caribbean, Florida, Bermuda, Gulf of Mexico","['https://reefguide.org/pix/thumb2/peacock2.jpg', 'https://reefguide.org/pix/thumb2/peacock5.jpg', 'https://reefguide.org/pix/thumb2/peacock6.jpg', 'https://reefguide.org/pix/thumb2/peacock4.jpg', 'https://reefguide.org/pix/thumb2/peacock1.jpg', 'https://reefguide.org/pix/thumb2/peacock3.jpg', 'https://reefguide.org/pix/thumb2/peacock7.jpg', 'https://reefguide.org/pix/thumb2/peacock8.jpg', 'https://reefguide.org/pix/thumb2/peacock9.jpg']",6 to 18 in. (15 to 45 cm)
Eyed Flounder,Bothus ocellatus,https://reefguide.org/eyedflounder.html,Bottom Dwellers,3-60 ft. (1-18 m),"Bahamas, Caribbean, Florida, Bermuda, Gulf of Mexico","['https://reefguide.org/pix/thumb2/eyedflounder1.jpg', 'https://reefguide.org/pix/thumb2/eyedflounder2.jpg', 'https://reefguide.org/pix/thumb2/eyedflounder3.jpg', 'https://reefguide.org/pix/thumb2/eyedflounder4.jpg', 'https://reefguide.org/pix/thumb2/eyedflounder5.jpg']",4 to 6 in. (10 to 15 cm)
Leopard Flounder,Bothus pantherinus,https://reefguide.org/leopardflounder.html,Bottom Dwellers,10-300 ft. (3-90 m),"Indo-Pacific, Red Sea, Hawaii, Australia, French Polynesia","['https://reefguide.org/pix/thumb2/leopardflounder1.jpg', 'https://reefguide.org/pix/thumb2/leopardflounder2.jpg', 'https://reefguide.org/pix/thumb2/leopardflounder3.jpg', 'https://reefguide.org/pix/thumb2/leopardflounder4.jpg', 'https://reefguide.org/pix/thumb2/leopardflounder5.jpg', 'https://reefguide.org/pix/thumb2/leopardflounder6.jpg', 'https://reefguide.org/pix/thumb2/leopardflounder7.jpg']",Up to 15 in. (39 cm)
Flowery flounder,Bothus mancus,https://reefguide.org/bothusmancus.html,Bottom Dwellers,10-150 ft. (3-45 m),"Indo-Pacific, Hawaii, Red Sea, Australia","['https://reefguide.org/pix/thumb2/bothusmancus1.jpg', 'https://reefguide.org/pix/thumb2/bothusmancus2.jpg', 'https://reefguide.org/pix/thumb2/bothusmancus3.jpg']","Up to 19 in, (48 cm)"
Pacific Leopard Flounder,Bothus leopardinus,https://reefguide.org/bothusleopardinus.html,Bottom Dwellers,10-350 ft. (3-107 m),"Gulf of California, Pacific Coast of Mexico to Panama","['https://reefguide.org/pix/thumb2/bothusleopardinus1.jpg', 'https://reefguide.org/pix/thumb2/bothusleopardinus2.jpg']","Up to 9 in, (23 cm)"
Cockatoo Flounder,Samaris cristatus,https://reefguide.org/cockatooflounder.html,Bottom Dwellers,15-200 ft. (5-60 m),"Indo-West Pacific, Great Barrier Reef",['https://reefguide.org/pix/cockatooflounder1.jpg'],Up to 8 in. (20 cm)
Channel Flounder,Syacium micrurum,https://reefguide.org/channelflounder.html,Bottom Dwellers,2-60 ft. (1-18 m),"Bahamas, Caribbean, Florida","['https://reefguide.org/pix/thumb2/channelflounder1.jpg', 'https://reefguide.org/pix/thumb2/channelflounder2.jpg', 'https://reefguide.org/pix/thumb2/channelflounder3.jpg']",4 to 10 in. (10 to 25 cm)
Ocellated Flounder,Pseudorhombus dupliciocellatus,https://reefguide.org/ocellatedflounder.html,Bottom Dwellers,30-300 ft. (10-90 m),West Pacific,['https://reefguide.org/pix/ocellatedflounder1.jpg'],Up to 16 in. (40 cm)
Banded Sole,Soleichthys heterorhinos,https://reefguide.org/bandedsole.html,Bottom Dwellers,6-60 ft. (2-18 m),Indo-West Pacific,['https://reefguide.org/pix/bandedsole1.jpg'],4 to 6 in. (10 to 15 cm)
Carpet Sole,Liachirus melanospilos,https://reefguide.org/carpetsole.html,Bottom Dwellers,10-130 ft. (3-40 m),"Indonesia, Philippines","['https://reefguide.org/pix/thumb2/carpetsole1.jpg', 'https://reefguide.org/pix/thumb2/carpetsole2.jpg']",Up to 6 in. (15 cm)
Hooknose Sole,Heteromycteris hartzfeldi,https://reefguide.org/heteromycterishartzfeldi.html,Bottom Dwellers,6-50 ft. (2-15 m),"Indonesia, Philippines",['https://reefguide.org/pix/heteromycterishartzfeldi1.jpg'],Up to 5 in. (13 cm)
Doubleline Clingfish,Lepadichthys lineatus,https://reefguide.org/lepadichthyslineatus.html,Bottom Dwellers,10-60 ft. (3-18 m),Indo-West Pacific,['https://reefguide.org/pix/lepadichthyslineatus1.jpg'],Up to 2 in. (5 cm)
Splendid Toadfish,Sanopus splendidus,https://reefguide.org/splendidtoad.html,Bottom Dwellers,25-60 ft. (8-18 m),Cozumel (Endemic),"['https://reefguide.org/pix/thumb2/splendidtoad7.jpg', 'https://reefguide.org/pix/thumb2/splendidtoad9.jpg', 'https://reefguide.org/pix/thumb2/splendidtoad10.jpg', 'https://reefguide.org/pix/thumb2/splendidtoad8.jpg', 'https://reefguide.org/pix/thumb2/splendidtoad1.jpg', 'https://reefguide.org/pix/thumb2/splendidtoad2.jpg', 'https://reefguide.org/pix/thumb2/splendidtoad3.jpg', 'https://reefguide.org/pix/thumb2/splendidtoad4.jpg', 'https://reefguide.org/pix/thumb2/splendidtoad5.jpg', 'https://reefguide.org/pix/thumb2/splendidtoad6.jpg']",4 to 6 in. (10 to 15 cm)
Whitespotted Toadfish,Sanopus astrifer,https://reefguide.org/sanopusastrifer.html,Bottom Dwellers,15-100 ft. (5-30 m),Belize (Endemic),"['https://reefguide.org/pix/thumb2/sanopusastrifer1.jpg', 'https://reefguide.org/pix/thumb2/sanopusastrifer2.jpg', 'https://reefguide.org/pix/thumb2/sanopusastrifer3.jpg']",4 to 10 in. (10 to 25 cm)
Shortnose Batfish,Ogcocephalus nasutus,https://reefguide.org/ogcocephalusnasutus.html,Bottom Dwellers,5-600 ft. (2-180 m),"Caribbean, Bahamas, South Florida, Gulf of Mexico, Brazil","['https://reefguide.org/pix/thumb2/ogcocephalusnasutus1.jpg', 'https://reefguide.org/pix/thumb2/ogcocephalusnasutus2.jpg', 'https://reefguide.org/pix/thumb2/ogcocephalusnasutus3.jpg', 'https://reefguide.org/pix/thumb2/ogcocephalusnasutus4.jpg']",6 to 12 in. (15 to 30 cm)
Giant Frogfish,Antennarius commerson,https://reefguide.org/antennariuscommerson.html,Bottom Dwellers,6-150 ft. (2-45 m),"Indo-Pacific, Red Sea, Australia, Hawaii, Pacific Coast of Mexico to Panama, French Polynesia","['https://reefguide.org/pix/thumb2/antennariuscommerson1.jpg', 'https://reefguide.org/pix/thumb2/antennariuscommerson2.jpg', 'https://reefguide.org/pix/thumb2/antennariuscommerson3.jpg', 'https://reefguide.org/pix/thumb2/antennariuscommerson4.jpg', 'https://reefguide.org/pix/thumb2/antennariuscommerson5.jpg', 'https://reefguide.org/pix/thumb2/antennariuscommerson6.jpg', 'https://reefguide.org/pix/thumb2/antennariuscommerson7.jpg', 'https://reefguide.org/pix/thumb2/antennariuscommerson8.jpg', 'https://reefguide.org/pix/thumb2/antennariuscommerson9.jpg']",up to 12 in. (30 cm)
Striated Frogfish,Antennarius striatus,https://reefguide.org/antennariusstriatus.html,Bottom Dwellers,30-300 ft. (10-90 m),"Indo-Pacific, Red Sea, Hawaii, Caribbean, Bahamas, Brazil, Florida, French Polynesia",['https://reefguide.org/pix/antennariusstriatus1.jpg'],Up to 9 in. (23 cm)
Painted Frogfish,Antennarius pictus,https://reefguide.org/paintedfrogfish.html,Bottom Dwellers,10-200 ft. (3-60 m),"Indo-Pacific, Hawaii, Red Sea, Australia","['https://reefguide.org/pix/thumb2/paintedfrogfish1.jpg', 'https://reefguide.org/pix/thumb2/paintedfrogfish3.jpg', 'https://reefguide.org/pix/thumb2/paintedfrogfish2.jpg', 'https://reefguide.org/pix/thumb2/paintedfrogfish4.jpg', 'https://reefguide.org/pix/thumb2/paintedfrogfish5.jpg', 'https://reefguide.org/pix/thumb2/paintedfrogfish6.jpg']",Up to 6 in. (16 cm)
Warty Frogfish,Antennarius maculatus,https://reefguide.org/wartyfrogfish.html,Bottom Dwellers,10-50 ft. (3-15 m),Indo-Pacific,"['https://reefguide.org/pix/thumb2/wartyfrogfish1.jpg', 'https://reefguide.org/pix/thumb2/wartyfrogfish2.jpg', 'https://reefguide.org/pix/thumb2/wartyfrogfish3.jpg']",Up to 3.5 in. (9 cm)
Bandtail Frogfish,Antennatus dorehensis,https://reefguide.org/antennatusdorehensis.html,Bottom Dwellers,3-30 ft. (1-10 m),"Indo-Pacific, Red Sea, French Polynesia","['https://reefguide.org/pix/thumb2/antennatusdorehensis1.jpg', 'https://reefguide.org/pix/thumb2/antennatusdorehensis2.jpg']",Up to 2 in. (5 cm)
Spotfin Frogfish,Antennatus nummifer,https://reefguide.org/antennatusnummifer.html,Bottom Dwellers,30-200 ft. (10-60 m),"Indo-Pacific, Australia, Red Sea",['https://reefguide.org/pix/antennatusnummifer1.jpg'],Up to 4 in. ( 10 cm)
Freckled Frogfish,Antennatus coccineus,https://reefguide.org/antennatuscoccineus.html,Bottom Dwellers,10-200 ft. (3-60 m),"Indo-Pacific, Red Sea, Australia, Pacific Coast of Mexico to Panama, French Polynesia",['https://reefguide.org/pix/antennatuscoccineus1.jpg'],Up to 5 in. (12 cm)
Helmut Gurnard,Dactyloptena orientalis,https://reefguide.org/helmutgurnard.html,Bottom Dwellers,3-200 ft. (1-60 m),"Indo-Pacific, Hawaii, Red Sea, French Polynesia","['https://reefguide.org/pix/thumb2/helmutgurnard1.jpg', 'https://reefguide.org/pix/thumb2/helmutgurnard2.jpg', 'https://reefguide.org/pix/thumb2/helmutgurnard3.jpg', 'https://reefguide.org/pix/thumb2/helmutgurnard4.jpg']",Up to 15 in. (38 cm)
Spotwing Flying Gurnard,Dactyloptena macracantha,https://reefguide.org/dactyloptenamacracantha.html,Bottom Dwellers,30-200 ft. (10-60 m),Indo-West Pacific,['https://reefguide.org/pix/dactyloptenamacracantha1.jpg'],Up to 12 in. (30 cm)
Spotfin Lionfish,Pterois antennata,https://reefguide.org/spotfinlionfish.html,Bottom Dwellers,10-130 ft. (3-40 m),"Indo-Pacific, Australia, French Polynesia","['https://reefguide.org/pix/thumb2/spotfinlionfish1.jpg', 'https://reefguide.org/pix/thumb2/spotfinlionfish2.jpg', 'https://reefguide.org/pix/thumb2/spotfinlionfish3.jpg', 'https://reefguide.org/pix/thumb2/spotfinlionfish4.jpg', 'https://reefguide.org/pix/thumb2/spotfinlionfish5.jpg', 'https://reefguide.org/pix/thumb2/spotfinlionfish6.jpg', 'https://reefguide.org/pix/thumb2/spotfinlionfish7.jpg', 'https://reefguide.org/pix/thumb2/spotfinlionfish8.jpg', 'https://reefguide.org/pix/thumb2/spotfinlionfish9.jpg', 'https://reefguide.org/pix/thumb2/spotfinlionfish10.jpg', 'https://reefguide.org/pix/thumb2/spotfinlionfish11.jpg', 'https://reefguide.org/pix/thumb2/spotfinlionfish12.jpg']",6 to 8 in. (15 to 20 cm)
Clearfin Lionfish,Pterois radiata,https://reefguide.org/clearfinlionfish.html,Bottom Dwellers,10-45 ft. (3-15 m),"Indo-Pacific, Red Sea, French Polynesia",['https://reefguide.org/pix/clearfinlionfish1.jpg'],6 to 9 in. (15 to 24 cm)
False Mombasa Lionfish,Pterois paucispinula,https://reefguide.org/pteroispaucispinula.html,Bottom Dwellers,30-150 ft. (10-45 m),Asian Pacific,['https://reefguide.org/pix/pteroispaucispinula1.jpg'],Up to 7 in. (18 cm)
Hawaiian Red Lionfish,Pterois sphex,https://reefguide.org/pteroissphex.html,Bottom Dwellers,10-200 ft. (3-60 m),Hawaii (Endemic),['https://reefguide.org/pix/pteroissphex1.jpg'],"Up to 8 in, (20 cm)"
Shortfin Lionfish,Dendrochirus brachypterus,https://reefguide.org/shortfinlionfish.html,Bottom Dwellers,6-100 ft. (2-30 m),"Indo-West Pacific, Red Sea, Australia",['https://reefguide.org/pix/shortfinlionfish1.jpg'],Up to 7 in. (18 cm)
Zebra Lionfish,Dendrochirus zebra,https://reefguide.org/zebralionfish.html,Bottom Dwellers,6-35 ft. (2-12 m),"Indo-West Pacific, Australia","['https://reefguide.org/pix/thumb2/zebralionfish1.jpg', 'https://reefguide.org/pix/thumb2/zebralionfish2.jpg', 'https://reefguide.org/pix/thumb2/zebralionfish3.jpg', 'https://reefguide.org/pix/thumb2/zebralionfish4.jpg', 'https://reefguide.org/pix/thumb2/zebralionfish5.jpg', 'https://reefguide.org/pix/thumb2/zebralionfish6.jpg']",Up to 7 in. (18 cm)
Twinspot Lionfish,Dendrochirus biocellatus,https://reefguide.org/twinspotlionfish.html,Bottom Dwellers,10-130 ft. (3-40 m),"Indo-Pacific, French Polynesia","['https://reefguide.org/pix/thumb2/twinspotlionfish1.jpg', 'https://reefguide.org/pix/thumb2/twinspotlionfish2.jpg']",3 to 4 in. (7 to 10 cm)
Spotted Scorpionfish,Scorpaena plumieri,https://reefguide.org/scorpion.html,Bottom Dwellers,5-50 ft. (2-15 m),"Caribbean, Bahamas, Florida, Bermuda, Gulf of Mexico","['https://reefguide.org/pix/thumb2/scorpion4.jpg', 'https://reefguide.org/pix/thumb2/scorpion5.jpg', 'https://reefguide.org/pix/thumb2/scorpion6.jpg', 'https://reefguide.org/pix/thumb2/scorpion7.jpg', 'https://reefguide.org/pix/thumb2/scorpion8.jpg', 'https://reefguide.org/pix/thumb2/scorpion1.jpg', 'https://reefguide.org/pix/thumb2/scorpion2.jpg', 'https://reefguide.org/pix/thumb2/scorpion3.jpg', 'https://reefguide.org/pix/thumb2/scorpion9.jpg', 'https://reefguide.org/pix/thumb2/scorpion10.jpg']",7 to 15 in. (18 to 38 cm)
Reef Scorpionfish,Scorpaenodes caribbaeus,https://reefguide.org/reefscorpionfish.html,Bottom Dwellers,3-60 ft. (1-18 m),"Bahamas, Caribbean, Florida, Gulf of Mexico, Bermuda, Brazil","['https://reefguide.org/pix/thumb2/reefscorpionfish1.jpg', 'https://reefguide.org/pix/thumb2/reefscorpionfish2.jpg']",2 to 4 in. (5 to 10 cm)
Mushroom Scorpionfish,Scorpaena inermis,https://reefguide.org/mushroomscorpionfish.html,Bottom Dwellers,1-300 ft. (0-90 m),"Caribbean, Bahamas, Florida","['https://reefguide.org/pix/thumb2/mushroomscorpionfish1.jpg', 'https://reefguide.org/pix/thumb2/mushroomscorpionfish2.jpg']",1 to 3 in. (2.5 to 7.5 cm)
Pacific Spotted Scorpionfish,Scorpaena mystes,https://reefguide.org/scorpaenamystes.html,Bottom Dwellers,1-300 ft. (0-90 m),"Caribbean, Bahamas, Florida","['https://reefguide.org/pix/thumb2/scorpaenamystes1.jpg', 'https://reefguide.org/pix/thumb2/scorpaenamystes2.jpg', 'https://reefguide.org/pix/thumb2/scorpaenamystes3.jpg']",1 to 3 in. (2.5 to 7.5 cm)
Flasher Scorpionfish,Scorpaenopsis macrochir,https://reefguide.org/flasherscorpionfish.html,Bottom Dwellers,10-200 ft. (3-60 m),"Indo-Pacific, Australia, French Polynesia","['https://reefguide.org/pix/thumb2/flasherscorpionfish1.jpg', 'https://reefguide.org/pix/thumb2/flasherscorpionfish2.jpg']",Up to 6 in. (15 cm)
Raggy Scorpionfish,Scorpaenopsis venosa,https://reefguide.org/scorpaenopsisvenosa.html,Bottom Dwellers,6-100 ft. (2-30 m),"Indo-West Pacific, Indonesia, Great Barrier Reef",['https://reefguide.org/pix/scorpaenopsisvenosa1.jpg'],Up to 8 in. (20 cm)
Titan Scorpionfish,Scorpaenopsis cacopsis,https://reefguide.org/scorpaenopsiscacopsis.html,Bottom Dwellers,6-200 ft. (2-60 m),Hawaii (Endemic),['https://reefguide.org/pix/scorpaenopsiscacopsis1.jpg'],Up to 20 in. (50 cm)
Ambon Scorpionfish,Pteroidichthys amboinensis,https://reefguide.org/pteroidichthysamboinensis.html,Bottom Dwellers,10-130 ft. (3-40 m),Indo-West Pacific,"['https://reefguide.org/pix/thumb2/pteroidichthysamboinensis1.jpg', 'https://reefguide.org/pix/thumb2/pteroidichthysamboinensis2.jpg']",Up to 5 in. (12 cm)
Leaf Scorpionfish,Taenianotus triacanthus,https://reefguide.org/leafscorpionfish.html,Bottom Dwellers,30-200 ft. (10-60 m),"Indo-Pacific, Hawaii","['https://reefguide.org/pix/thumb2/leafscorpionfish9.jpg', 'https://reefguide.org/pix/thumb2/leafscorpionfish7.jpg', 'https://reefguide.org/pix/thumb2/leafscorpionfish3.jpg', 'https://reefguide.org/pix/thumb2/leafscorpionfish4.jpg', 'https://reefguide.org/pix/thumb2/leafscorpionfish1.jpg', 'https://reefguide.org/pix/thumb2/leafscorpionfish2.jpg', 'https://reefguide.org/pix/thumb2/leafscorpionfish5.jpg', 'https://reefguide.org/pix/thumb2/leafscorpionfish6.jpg', 'https://reefguide.org/pix/thumb2/leafscorpionfish8.jpg', 'https://reefguide.org/pix/thumb2/leafscorpionfish10.jpg', 'https://reefguide.org/pix/thumb2/leafscorpionfish11.jpg']",2 to 4 in. (5 to 10 cm)
Shortfin Scorpionfish,Scorpaenodes parvipinnis,https://reefguide.org/scorpaenodesparvipinnis.html,Bottom Dwellers,10-150 ft. (3-45 m),"Indo-Pacific, Red Sea, Australia, Hawaii, French Polynesia",['https://reefguide.org/pix/scorpaenodesparvipinnis1.jpg'],Up to 5 in. (13 cm)
Barchin Scorpionfish,Sebastapistes strongia,https://reefguide.org/sebastapistesstrongia.html,Bottom Dwellers,10-150 ft. (3-45 m),"Indo-Pacific, Red Sea, Australia, Hawaii, French Polynesia",['https://reefguide.org/pix/sebastapistesstrongia1.jpg'],Up to 5 in. (13 cm)
Speckled Scorpionfish,Sebastapistes coniorta,https://reefguide.org/sebastapistesconiorta.html,Bottom Dwellers,3-80 ft. (1-25 m),"Central Pacific, Hawaii","['https://reefguide.org/pix/thumb2/sebastapistesconiorta1.jpg', 'https://reefguide.org/pix/thumb2/sebastapistesconiorta2.jpg']",Up to 4 in. (10 cm)
Spiny Devilfish,Inimicus didactylus,https://reefguide.org/spinydevilfish.html,Bottom Dwellers,15-130 ft. (5-40 m),"Indo-Pacific, Australia","['https://reefguide.org/pix/thumb2/spinydevilfish1.jpg', 'https://reefguide.org/pix/thumb2/spinydevilfish2.jpg', 'https://reefguide.org/pix/thumb2/spinydevilfish3.jpg', 'https://reefguide.org/pix/thumb2/spinydevilfish4.jpg', 'https://reefguide.org/pix/thumb2/spinydevilfish5.jpg']",Up to 7 in. (18 cm)
Estuarine Stonefish,Synanceia horrida,https://reefguide.org/synanceiahorrida.html,Bottom Dwellers,6-130 ft. (2-40 m),"Indo-West Pacific, Australia",['https://reefguide.org/pix/synanceiahorrida1.jpg'],Up to 12 in. (30 cm)
